match_date,match_time,final_score,home_team,away_team,goals,season,round
1. january 2020,15:00,0:1,Forest Green Rovers,Exeter City,{None: 'away'},2019-2020,25
1. january 2020,15:00,1:0,Grimsby Town,Salford City,{None: 'home'},2019-2020,25
1. january 2020,15:00,1:1,Newport County,Cheltenham Town,{None: 'away'},2019-2020,25
1. january 2020,15:00,1:0,Northampton Town,Stevenage FC,{None: 'home'},2019-2020,25
1. january 2020,15:00,0:2,Oldham Athletic,Scunthorpe United,{None: 'away'},2019-2020,25
1. january 2020,15:00,1:2,Plymouth Argyle,Swindon Town,{None: 'away'},2019-2020,25
1. january 2020,15:00,2:2,Port Vale FC,Macclesfield Town,{None: 'home'},2019-2020,25
1. january 2020,15:00,1:0,Walsall FC,Leyton Orient,{None: 'home'},2019-2020,25
4. january 2020,15:00,3:0,Cheltenham Town,Oldham Athletic,{None: 'home'},2019-2020,26
4. january 2020,15:00,1:1,Crawley Town,Forest Green Rovers,"{None: 'home', '63': 'away'}",2019-2020,26
4. january 2020,15:00,1:0,Macclesfield Town,Cambridge United,{None: 'home'},2019-2020,26
4. january 2020,15:00,0:1,Mansfield Town,Grimsby Town,{'66': 'away'},2019-2020,26
4. january 2020,15:00,1:2,Salford City,Walsall FC,{None: 'home'},2019-2020,26
4. january 2020,15:00,1:3,Scunthorpe United,Plymouth Argyle,{None: 'home'},2019-2020,26
4. january 2020,15:00,0:0,Stevenage FC,Colchester United,,2019-2020,26
4. january 2020,15:00,1:1,Swindon Town,Bradford City,"{'11': 'home', None: 'away'}",2019-2020,26
14. january 2020,19:45,2:1,Morecambe FC,Port Vale FC,{None: 'away'},2019-2020,26
21. january 2020,19:45,1:1,Leyton Orient,Northampton Town,"{None: 'away', '85': 'home'}",2019-2020,26
3. march 2020,19:45,1:1,Exeter City,Crewe Alexandra,{None: 'away'},2019-2020,26
10. march 2020,19:45,2:0,Carlisle United,Newport County,"{None: 'home', '33': 'home'}",2019-2020,26
11. january 2020,15:00,0:3,Carlisle United,Plymouth Argyle,{None: 'away'},2019-2020,27
11. january 2020,15:00,3:1,Cheltenham Town,Walsall FC,{None: 'away'},2019-2020,27
11. january 2020,15:00,2:1,Crawley Town,Bradford City,{None: 'away'},2019-2020,27
11. january 2020,15:00,2:0,Exeter City,Cambridge United,{None: 'home'},2019-2020,27
11. january 2020,15:00,1:1,Leyton Orient,Grimsby Town,"{None: 'away', '90': 'home'}",2019-2020,27
11. january 2020,15:00,1:1,Macclesfield Town,Oldham Athletic,"{None: 'away', '90': 'home'}",2019-2020,27
11. january 2020,15:00,3:4,Mansfield Town,Forest Green Rovers,{None: 'away'},2019-2020,27
11. january 2020,15:00,1:1,Morecambe FC,Colchester United,{None: 'home'},2019-2020,27
11. january 2020,15:00,1:2,Salford City,Northampton Town,{None: 'away'},2019-2020,27
11. january 2020,15:00,1:2,Scunthorpe United,Newport County,{None: 'away'},2019-2020,27
11. january 2020,15:00,0:1,Stevenage FC,Port Vale FC,{'88': 'away'},2019-2020,27
11. january 2020,15:00,3:1,Swindon Town,Crewe Alexandra,{None: 'home'},2019-2020,27
18. january 2020,15:00,2:2,Bradford City,Scunthorpe United,{None: 'away'},2019-2020,28
18. january 2020,15:00,0:4,Cambridge United,Stevenage FC,{None: 'away'},2019-2020,28
18. january 2020,15:00,2:1,Colchester United,Macclesfield Town,"{None: 'away', '16': 'home'}",2019-2020,28
18. january 2020,15:00,1:0,Crewe Alexandra,Cheltenham Town,{None: 'home'},2019-2020,28
18. january 2020,15:00,1:2,Forest Green Rovers,Salford City,{None: 'away'},2019-2020,28
18. january 2020,15:00,0:1,Grimsby Town,Exeter City,{None: 'away'},2019-2020,28
18. january 2020,15:00,2:0,Newport County,Swindon Town,{None: 'home'},2019-2020,28
18. january 2020,15:00,4:1,Northampton Town,Morecambe FC,{None: 'home'},2019-2020,28
18. january 2020,15:00,1:1,Oldham Athletic,Carlisle United,{None: 'home'},2019-2020,28
18. january 2020,15:00,3:1,Plymouth Argyle,Mansfield Town,{None: 'home'},2019-2020,28
18. january 2020,15:00,1:0,Port Vale FC,Leyton Orient,{None: 'home'},2019-2020,28
18. january 2020,15:00,2:1,Walsall FC,Crawley Town,{None: 'home'},2019-2020,28
25. january 2020,15:00,2:1,Carlisle United,Walsall FC,"{None: 'away', '43': 'home'}",2019-2020,29
25. january 2020,15:00,3:2,Crawley Town,Grimsby Town,{None: 'home'},2019-2020,29
25. january 2020,15:00,0:0,Exeter City,Colchester United,,2019-2020,29
25. january 2020,15:00,2:1,Leyton Orient,Newport County,"{'81': 'home', None: 'away'}",2019-2020,29
25. january 2020,15:00,2:1,Macclesfield Town,Forest Green Rovers,{None: 'home'},2019-2020,29
25. january 2020,15:00,3:0,Mansfield Town,Bradford City,{None: 'home'},2019-2020,29
25. january 2020,15:00,1:1,Morecambe FC,Cambridge United,{None: 'away'},2019-2020,29
25. january 2020,15:00,1:1,Salford City,Oldham Athletic,{None: 'away'},2019-2020,29
25. january 2020,15:00,2:2,Scunthorpe United,Crewe Alexandra,{None: 'home'},2019-2020,29
25. january 2020,15:00,1:2,Stevenage FC,Plymouth Argyle,{None: 'home'},2019-2020,29
25. january 2020,15:00,3:0,Swindon Town,Port Vale FC,"{'41': 'home', None: 'home'}",2019-2020,29
25. february 2020,19:45,2:1,Cheltenham Town,Northampton Town,{None: 'home'},2019-2020,29
28. january 2020,19:45,1:1,Bradford City,Cheltenham Town,"{'11': 'home', None: 'away'}",2019-2020,30
28. january 2020,19:45,0:4,Cambridge United,Salford City,"{None: 'away', '52': 'away'}",2019-2020,30
28. january 2020,19:45,3:1,Colchester United,Swindon Town,{None: 'home'},2019-2020,30
28. january 2020,19:45,2:0,Crewe Alexandra,Leyton Orient,{None: 'home'},2019-2020,30
28. january 2020,19:45,1:4,Forest Green Rovers,Carlisle United,"{None: 'away', '47': 'away', '59': 'home'}",2019-2020,30
28. january 2020,19:45,3:1,Grimsby Town,Stevenage FC,"{'17': 'home', '63': 'home', None: 'away'}",2019-2020,30
28. january 2020,19:45,1:0,Newport County,Macclesfield Town,{None: 'home'},2019-2020,30
28. january 2020,19:45,3:0,Northampton Town,Scunthorpe United,"{None: 'home', '70': 'home'}",2019-2020,30
28. january 2020,19:45,3:1,Oldham Athletic,Mansfield Town,{None: 'away'},2019-2020,30
28. january 2020,19:45,3:1,Port Vale FC,Exeter City,"{None: 'home', '50': 'home'}",2019-2020,30
28. january 2020,19:45,0:2,Walsall FC,Morecambe FC,{None: 'away'},2019-2020,30
28. january 2020,20:15,2:2,Plymouth Argyle,Crawley Town,"{None: 'away', '44': 'home'}",2019-2020,30
1. february 2020,15:00,2:1,Cambridge United,Colchester United,{None: 'home'},2019-2020,31
1. february 2020,15:00,2:1,Cheltenham Town,Morecambe FC,"{'32': 'home', None: 'away'}",2019-2020,31
1. february 2020,15:00,3:1,Crawley Town,Scunthorpe United,"{None: 'home', '57': 'away'}",2019-2020,31
1. february 2020,15:00,2:2,Grimsby Town,Forest Green Rovers,{None: 'home'},2019-2020,31
1. february 2020,15:00,0:1,Macclesfield Town,Northampton Town,{None: 'away'},2019-2020,31
1. february 2020,15:00,2:2,Mansfield Town,Carlisle United,{None: 'away'},2019-2020,31
1. february 2020,15:00,3:0,Oldham Athletic,Bradford City,{None: 'home'},2019-2020,31
1. february 2020,15:00,1:0,Plymouth Argyle,Newport County,{None: 'home'},2019-2020,31
1. february 2020,15:00,1:1,Port Vale FC,Salford City,"{'55': 'home', None: 'away'}",2019-2020,31
1. february 2020,15:00,0:3,Stevenage FC,Leyton Orient,{None: 'away'},2019-2020,31
1. february 2020,15:00,2:1,Swindon Town,Exeter City,"{'20': 'home', None: 'home'}",2019-2020,31
1. february 2020,15:00,1:2,Walsall FC,Crewe Alexandra,{None: 'away'},2019-2020,31
8. february 2020,15:00,1:1,Bradford City,Grimsby Town,{None: 'away'},2019-2020,32
8. february 2020,15:00,1:1,Carlisle United,Swindon Town,{None: 'home'},2019-2020,32
8. february 2020,15:00,3:0,Colchester United,Plymouth Argyle,{None: 'home'},2019-2020,32
8. february 2020,15:00,2:1,Crewe Alexandra,Oldham Athletic,{None: 'home'},2019-2020,32
8. february 2020,15:00,2:1,Exeter City,Stevenage FC,{None: 'home'},2019-2020,32
8. february 2020,15:00,1:2,Forest Green Rovers,Walsall FC,"{'52': 'away', None: 'home'}",2019-2020,32
8. february 2020,15:00,1:1,Leyton Orient,Macclesfield Town,{None: 'away'},2019-2020,32
8. february 2020,15:00,1:1,Morecambe FC,Mansfield Town,{None: 'home'},2019-2020,32
8. february 2020,15:00,0:1,Newport County,Cambridge United,{None: 'away'},2019-2020,32
8. february 2020,15:00,0:1,Northampton Town,Port Vale FC,{None: 'away'},2019-2020,32
8. february 2020,15:00,0:0,Salford City,Crawley Town,,2019-2020,32
8. february 2020,15:00,1:0,Scunthorpe United,Cheltenham Town,{None: 'home'},2019-2020,32
11. february 2020,19:45,3:1,Bradford City,Stevenage FC,{None: 'home'},2019-2020,33
11. february 2020,19:45,0:1,Carlisle United,Cheltenham Town,{None: 'away'},2019-2020,33
11. february 2020,19:45,2:3,Colchester United,Grimsby Town,{None: 'away'},2019-2020,33
11. february 2020,19:45,2:1,Crewe Alexandra,Crawley Town,"{'72': 'home', '84': 'away', None: 'home'}",2019-2020,33
11. february 2020,19:45,5:1,Exeter City,Oldham Athletic,"{None: 'home', '43': 'home'}",2019-2020,33
11. february 2020,19:45,2:3,Forest Green Rovers,Port Vale FC,"{None: 'home', '78': 'home'}",2019-2020,33
11. february 2020,19:45,2:1,Leyton Orient,Mansfield Town,"{None: 'away', '74': 'home'}",2019-2020,33
11. february 2020,19:45,2:0,Morecambe FC,Macclesfield Town,{None: 'home'},2019-2020,33
11. february 2020,19:45,0:0,Newport County,Walsall FC,,2019-2020,33
11. february 2020,19:45,0:1,Northampton Town,Swindon Town,{None: 'away'},2019-2020,33
11. february 2020,19:45,2:3,Salford City,Plymouth Argyle,{None: 'away'},2019-2020,33
11. february 2020,19:45,0:2,Scunthorpe United,Cambridge United,{None: 'away'},2019-2020,33
15. february 2020,15:00,2:1,Cambridge United,Bradford City,{None: 'home'},2019-2020,34
15. february 2020,15:00,2:1,Cheltenham Town,Leyton Orient,{None: 'home'},2019-2020,34
15. february 2020,15:00,0:0,Crawley Town,Carlisle United,,2019-2020,34
15. february 2020,15:00,2:1,Grimsby Town,Morecambe FC,{None: 'away'},2019-2020,34
15. february 2020,15:00,2:3,Macclesfield Town,Exeter City,{None: 'away'},2019-2020,34
15. february 2020,15:00,1:0,Mansfield Town,Newport County,{None: 'home'},2019-2020,34
15. february 2020,15:00,1:1,Oldham Athletic,Forest Green Rovers,{None: 'away'},2019-2020,34
15. february 2020,15:00,2:1,Plymouth Argyle,Crewe Alexandra,"{None: 'home', '71': 'home'}",2019-2020,34
15. february 2020,15:00,3:0,Port Vale FC,Colchester United,{None: 'home'},2019-2020,34
15. february 2020,15:00,0:1,Stevenage FC,Salford City,{None: 'away'},2019-2020,34
15. february 2020,15:00,3:2,Walsall FC,Northampton Town,{None: 'home'},2019-2020,34
3. march 2020,19:45,2:0,Swindon Town,Scunthorpe United,{None: 'home'},2019-2020,34
22. february 2020,15:00,2:2,Carlisle United,Morecambe FC,{None: 'home'},2019-2020,35
22. february 2020,15:00,1:0,Cheltenham Town,Mansfield Town,{None: 'home'},2019-2020,35
22. february 2020,15:00,2:0,Crawley Town,Stevenage FC,{None: 'home'},2019-2020,35
22. february 2020,15:00,2:0,Crewe Alexandra,Macclesfield Town,"{'11': 'home', None: 'home'}",2019-2020,35
22. february 2020,15:00,2:2,Leyton Orient,Oldham Athletic,"{'13': 'home', None: 'home'}",2019-2020,35
22. february 2020,15:00,2:1,Newport County,Bradford City,{None: 'home'},2019-2020,35
22. february 2020,15:00,2:0,Northampton Town,Exeter City,"{None: 'home', '81': 'home'}",2019-2020,35
22. february 2020,15:00,0:0,Plymouth Argyle,Cambridge United,,2019-2020,35
22. february 2020,15:00,1:2,Salford City,Colchester United,{None: 'home'},2019-2020,35
22. february 2020,15:00,1:0,Scunthorpe United,Forest Green Rovers,{None: 'home'},2019-2020,35
22. february 2020,15:00,3:1,Swindon Town,Grimsby Town,"{None: 'away', '57': 'home'}",2019-2020,35
22. february 2020,15:00,2:2,Walsall FC,Port Vale FC,{None: 'home'},2019-2020,35
29. february 2020,15:00,2:1,Bradford City,Plymouth Argyle,{None: 'away'},2019-2020,36
29. february 2020,15:00,1:2,Cambridge United,Carlisle United,{None: 'home'},2019-2020,36
29. february 2020,15:00,0:2,Colchester United,Cheltenham Town,{None: 'away'},2019-2020,36
29. february 2020,15:00,1:1,Exeter City,Crawley Town,{None: 'home'},2019-2020,36
29. february 2020,15:00,0:3,Grimsby Town,Northampton Town,{None: 'away'},2019-2020,36
29. february 2020,15:00,0:2,Macclesfield Town,Salford City,{None: 'away'},2019-2020,36
29. february 2020,15:00,1:1,Morecambe FC,Crewe Alexandra,{None: 'home'},2019-2020,36
29. february 2020,15:00,5:0,Oldham Athletic,Newport County,{None: 'home'},2019-2020,36
29. february 2020,15:00,2:2,Port Vale FC,Scunthorpe United,{None: 'away'},2019-2020,36
7. march 2020,13:00,0:2,Scunthorpe United,Grimsby Town,{None: 'away'},2019-2020,37
7. march 2020,15:00,0:3,Carlisle United,Colchester United,{None: 'away'},2019-2020,37
7. march 2020,15:00,0:0,Cheltenham Town,Port Vale FC,,2019-2020,37
7. march 2020,15:00,3:0,Crawley Town,Oldham Athletic,"{None: 'home', '76': 'home'}",2019-2020,37
7. march 2020,15:00,3:1,Crewe Alexandra,Stevenage FC,{None: 'away'},2019-2020,37
7. march 2020,15:00,2:1,Leyton Orient,Cambridge United,{None: 'away'},2019-2020,37
7. march 2020,15:00,1:0,Newport County,Morecambe FC,{None: 'home'},2019-2020,37
7. march 2020,15:00,1:2,Northampton Town,Mansfield Town,"{'12': 'away', None: 'home'}",2019-2020,37
7. march 2020,15:00,3:0,Plymouth Argyle,Macclesfield Town,{None: 'home'},2019-2020,37
7. march 2020,15:00,2:0,Salford City,Bradford City,{None: 'home'},2019-2020,37
7. march 2020,15:00,0:2,Swindon Town,Forest Green Rovers,{None: 'away'},2019-2020,37
7. march 2020,15:00,3:1,Walsall FC,Exeter City,{None: 'home'},2019-2020,37
